QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
AF043627.1	ERR4083631	43.64	31.43	31.56	SAMEA6809464	Large scale metagenome assembly reveals novel animal-associated microbial diversity
AF043627.1	SRR11391800	42.95	31.43	31.07	SAMN14418854	Metagenomic Sequencing for cattle manure and E. coli library from cattle manure
AF043627.1	SRR6869083	42.93	31.43	31.05	SAMN08738620	Bovine Fecal Metagenomics During Early Life
AF043627.1	SRR4101320	42.78	31.43	30.94	SAMN05715927	food contamination metagenome Metagenome
AF043627.1	SRR4101324	42.77	31.43	30.94	SAMN05715929	food contamination metagenome Metagenome
AF043627.1	SRR15276860	41.93	30.71	30.33	SAMN20362752	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AF043627.1	SRR4101314	41.93	30.71	30.33	SAMN05715936	food contamination metagenome Metagenome
AF043627.1	SRR4101319	41.93	30.71	30.33	SAMN05715927	food contamination metagenome Metagenome
AF043627.1	SRR12711214	41.79	30.71	30.23	SAMN15870991	Metagenomic sequencing of  the digestive tract of buffalo
AF043627.1	SRR8353651	41.79	30.71	30.23	SAMN10615590	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
AF043627.1	ERR1137262	41.50	30.00	30.02	SAMEA3664936	Towards personalized nutrition by prediction of glycemic responses
AF043627.1	SRR4101317	41.01	30.00	29.67	SAMN05715937	food contamination metagenome Metagenome
AF043627.1	SRR4101318	41.01	30.00	29.67	SAMN05715937	food contamination metagenome Metagenome
AF043627.1	SRR6514656	40.96	30.00	29.62	SAMN08379451	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
AF043627.1	SRR12710916	40.95	30.00	29.62	SAMN15870962	Metagenomic sequencing of  the digestive tract of buffalo
AF043627.1	SRR8353652	40.95	30.00	29.62	SAMN10615591	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
AF043627.1	SRR8856338	40.95	30.00	29.62	SAMN11345975	Breccia  Pipe U Claim Borehole WT-29A subsurface metagenome
AF043627.1	SRR12711160	40.94	30.00	29.61	SAMN15871213	Metagenomic sequencing of  the digestive tract of buffalo
AF043627.1	SRR6667573	40.94	30.00	29.61	SAMN08457752	Metagenomes of produce spiked with E.coli
AF043627.1	SRR6486880	40.81	30.00	29.52	SAMN08375885	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AF043627.1	ERR738547	40.79	30.00	29.51	SAMEA3216839	Benchmark of metagenome analysis tools
AF043627.1	SRR2177285	40.78	30.00	29.50	SAMN04001583	STEC-spiked spinach Metagenome
AF043627.1	SRR11650009	40.41	29.29	29.23	SAMN14582974	Shotgun metagenomics of human gut microbiota in China high longevity area
AF043627.1	ERR3857610	40.03	29.29	28.95	SAMEA6512902	Mediterranean diet intervention in overweight and obese subjects leads to multiple beneficial shifts in gut microbiome and metabolome independently from energy intake
AF043627.1	SRR4101323	39.98	29.29	28.92	SAMN05715928	food contamination metagenome Metagenome
AF043627.1	SRR8784357	39.96	29.29	28.91	SAMN11252265	Metagenomic sequencing of stool samples from Ethiopian individuals
AF043627.1	ERR2270961	39.84	29.29	28.81	SAMEA104549058	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
AF043627.1	SRR11435963	39.83	29.29	28.81	SAMN14475171	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR6482687	39.82	29.29	28.80	SAMN08017836	Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.
AF043627.1	SRR4101289	39.82	29.29	28.80	SAMN05715926	food contamination metagenome Metagenome
AF043627.1	SRR2177282	39.79	29.29	28.78	SAMN04001583	STEC-spiked spinach Metagenome
AF043627.1	ERR3451502	39.19	28.57	28.34	SAMEA5814182	Whole shotgun metagenomic sequencing for 1,004 individuals belonging to the TwinsUK cohort.  Supporting data for: Visconti et al, Interplay between the human gut microbiome and host metabolism
AF043627.1	SRR4101321	39.03	28.57	28.23	SAMN05715928	food contamination metagenome Metagenome
AF043627.1	SRR7658622	38.97	28.57	28.19	SAMN09781734	Metagenomic sequencing of stool samples from rural communities from north-eastern Madagascar
AF043627.1	ERR2270960	38.85	28.57	28.10	SAMEA104549057	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
AF043627.1	SRR4101309	38.82	28.57	28.08	SAMN05715935	food contamination metagenome Metagenome
AF043627.1	SRR4425658	38.22	27.86	27.65	SAMN05597113	Composite fecal samples and WWTP biosolids Raw sequence reads
AF043627.1	ERR321622	38.05	27.86	27.52	SAMEA2145815	Richness of human gut microbiome correlates with metabolic markers
AF043627.1	SRR12711225	38.05	27.86	27.52	SAMN15870981	Metagenomic sequencing of  the digestive tract of buffalo
AF043627.1	SRR12710959	37.99	27.86	27.48	SAMN15870917	Metagenomic sequencing of  the digestive tract of buffalo
AF043627.1	SRR12711224	37.99	27.86	27.48	SAMN15870982	Metagenomic sequencing of  the digestive tract of buffalo
AF043627.1	SRR12711477	37.99	27.86	27.48	SAMN15870925	Metagenomic sequencing of  the digestive tract of buffalo
AF043627.1	ERR738549	37.98	27.86	27.47	SAMEA3216841	Benchmark of metagenome analysis tools
AF043627.1	SRR4101310	37.97	27.86	27.47	SAMN05715935	food contamination metagenome Metagenome
AF043627.1	SRR2177286	37.84	27.86	27.37	SAMN04001584	STEC-spiked spinach Metagenome
AF043627.1	SRR11435969	37.80	27.86	27.34	SAMN14475165	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR11435978	37.80	27.86	27.34	SAMN14475164	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR4101322	37.06	27.14	26.80	SAMN05715928	food contamination metagenome Metagenome
AF043627.1	SRR12195333	37.00	27.14	26.77	SAMN15504567	STEC-spiked food
AF043627.1	SRR10692160	36.99	27.14	26.76	SAMN13246266	human gut metagenome Metagenome
AF043627.1	SRR4101311	36.98	27.14	26.75	SAMN05715935	food contamination metagenome Metagenome
AF043627.1	ERR3085829	36.98	27.14	26.75	SAMEA104403803	RLBUHT_Cdiff
AF043627.1	ERR3413879	36.85	27.14	26.65	SAMEA5735804	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
AF043627.1	SRR14780121	36.85	27.14	26.65	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
AF043627.1	SRR4101298	36.84	27.14	26.65	SAMN05715931	food contamination metagenome Metagenome
AF043627.1	SRR4101297	36.84	27.14	26.65	SAMN05715931	food contamination metagenome Metagenome
AF043627.1	SRR11435987	36.81	27.14	26.63	SAMN14475173	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR11435968	36.80	27.14	26.62	SAMN14475166	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	ERR738548	36.10	26.43	26.11	SAMEA3216840	Benchmark of metagenome analysis tools
AF043627.1	SRR6486890	36.00	26.43	26.04	SAMN08375879	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AF043627.1	SRR17241854	35.99	26.43	26.03	SAMN23969020	Gut microbiome in obese children treated with butyrate
AF043627.1	SRR3181139	35.90	26.43	25.97	SAMN04450471	Cattle feces Metagenome
AF043627.1	SRR11435988	35.85	26.43	25.93	SAMN14475172	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR2164314	35.85	26.43	25.93	SAMN03983345	Fecal suspension - 2011 E coli outbreak Raw sequence reads
AF043627.1	SRR4101308	35.85	26.43	25.93	SAMN05715934	food contamination metagenome Metagenome
AF043627.1	SRR2177280	35.85	26.43	25.93	SAMN04001579	STEC-spiked spinach Metagenome
AF043627.1	SRR4101296	35.85	26.43	25.93	SAMN05715931	food contamination metagenome Metagenome
AF043627.1	SRR4101307	35.85	26.43	25.93	SAMN05715934	food contamination metagenome Metagenome
AF043627.1	SRR4101301	35.85	26.43	25.93	SAMN05715926	food contamination metagenome Metagenome
AF043627.1	SRR4101306	35.85	26.43	25.93	SAMN05715934	food contamination metagenome Metagenome
AF043627.1	SRR11391799	35.16	25.71	25.43	SAMN14418855	Metagenomic Sequencing for cattle manure and E. coli library from cattle manure
AF043627.1	SRR11435989	35.01	25.71	25.32	SAMN14475163	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR4101299	35.00	25.71	25.32	SAMN05715932	food contamination metagenome Metagenome
AF043627.1	SRR11435966	35.00	25.71	25.32	SAMN14475168	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR2177288	35.00	25.71	25.32	SAMN04001591	STEC-spiked spinach Metagenome
AF043627.1	SRR4101290	35.00	25.71	25.32	SAMN05715926	food contamination metagenome Metagenome
AF043627.1	ERR3413876	34.85	25.71	25.21	SAMEA5735801	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
AF043627.1	ERR3413877	34.85	25.71	25.21	SAMEA5735802	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
AF043627.1	ERR3413878	34.85	25.71	25.21	SAMEA5735803	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
AF043627.1	SRR11435964	34.85	25.71	25.21	SAMN14475170	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR11435985	34.85	25.71	25.21	SAMN14475175	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR12195335	34.85	25.71	25.21	SAMN15504565	STEC-spiked food
AF043627.1	SRR2177283	34.85	25.71	25.21	SAMN04001575	STEC-spiked spinach Metagenome
AF043627.1	SRR2177357	34.85	25.71	25.21	SAMN04001591	STEC-spiked spinach Metagenome
AF043627.1	SRR4101291	34.85	25.71	25.21	SAMN05715929	food contamination metagenome Metagenome
AF043627.1	SRR4101292	34.85	25.71	25.21	SAMN05715929	food contamination metagenome Metagenome
AF043627.1	SRR6486879	34.85	25.71	25.21	SAMN08375886	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AF043627.1	SRR8354042	34.85	25.71	25.21	SAMN10615885	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
AF043627.1	SRR14000553	34.70	25.00	25.10	SAMN18353468	PreventiOn of DYSbioSis Complications With Autologous FMT in AML Patients (ODYSSEE)
AF043627.1	ERR4571145	34.67	25.00	25.08	SAMEA7294522	Genomic insights into adaptations of TMA-utilizing methanogens to diverse habitats including the human gut
AF043627.1	ERR3857613	34.17	25.00	24.72	SAMEA6512902	Mediterranean diet intervention in overweight and obese subjects leads to multiple beneficial shifts in gut microbiome and metabolome independently from energy intake
AF043627.1	SRR2177251	34.04	25.00	24.62	SAMN04001579	STEC-spiked spinach Metagenome
AF043627.1	ERR2182604	34.01	25.00	24.60	SAMEA104359694	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
AF043627.1	SRR4018490	34.01	25.00	24.60	SAMN05442508	freshwater metagenome Raw sequence reads
AF043627.1	SRR11435965	34.01	25.00	24.60	SAMN14475169	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR11435990	34.01	25.00	24.60	SAMN14475162	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR12195329	34.01	25.00	24.60	SAMN15504571	STEC-spiked food
AF043627.1	SRR12195330	34.01	25.00	24.60	SAMN15504570	STEC-spiked food
AF043627.1	SRR12195331	34.01	25.00	24.60	SAMN15504569	STEC-spiked food
AF043627.1	SRR12195332	34.01	25.00	24.60	SAMN15504568	STEC-spiked food
AF043627.1	SRR12195334	34.01	25.00	24.60	SAMN15504566	STEC-spiked food
AF043627.1	SRR12195343	34.01	25.00	24.60	SAMN15504564	STEC-spiked food
AF043627.1	SRR12195344	34.01	25.00	24.60	SAMN15504563	STEC-spiked food
AF043627.1	SRR1523528	34.01	25.00	24.60	SAMN02929927	Human saliva, creek water, and synthetic metagenomic samples used in selective DNA isolation using restriction enzymes
AF043627.1	SRR15276864	34.01	25.00	24.60	SAMN20362773	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AF043627.1	SRR2177250	34.01	25.00	24.60	SAMN04001579	STEC-spiked spinach Metagenome
AF043627.1	SRR6486883	34.01	25.00	24.60	SAMN08375884	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AF043627.1	SRR6486887	34.01	25.00	24.60	SAMN08375878	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AF043627.1	SRR6486889	34.01	25.00	24.60	SAMN08375880	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
AF043627.1	SRR6514663	34.01	25.00	24.60	SAMN08379458	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
AF043627.1	SRR7229774	34.01	25.00	24.60	SAMN09269258	Complete Genome Sequence of New Type Shiga toxin-producing Escherichia coli O157:H7 Phage vB_EcoM-Sa157w3YLVW
AF043627.1	SRR2177360	33.87	25.00	24.50	SAMN04001593	STEC-spiked spinach Metagenome
AF043627.1	SRR6714210	33.74	24.29	24.40	SAMN04382203	Human feces metagenome 16s rDNA sequencing
AF043627.1	SRR2566060	33.42	24.29	24.17	SAMN04126101	Intestinal microbiota dynamics in hospitalized patients
AF043627.1	SRR15276869	33.27	24.29	24.06	SAMN20362768	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
AF043627.1	SRR2177287	33.03	24.29	23.89	SAMN04001591	STEC-spiked spinach Metagenome
AF043627.1	SRR4101302	33.03	24.29	23.89	SAMN05715932	food contamination metagenome Metagenome
AF043627.1	SRR12711466	32.91	24.29	23.80	SAMN15870926	Metagenomic sequencing of  the digestive tract of buffalo
AF043627.1	SRR4101294	32.89	24.29	23.79	SAMN05715930	food contamination metagenome Metagenome
AF043627.1	SRR4101295	32.89	24.29	23.79	SAMN05715930	food contamination metagenome Metagenome
AF043627.1	SRR4101293	32.05	23.57	23.18	SAMN05715930	food contamination metagenome Metagenome
AF043627.1	SRR12217733	32.03	23.57	23.17	SAMN15503819	Bovine fecal metagenome from dairy veal calves
AF043627.1	SRR4018489	31.22	22.86	22.58	SAMN05442507	freshwater metagenome Raw sequence reads
AF043627.1	SRR6514657	31.22	22.86	22.58	SAMN08379450	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
AF043627.1	SRR14842352	31.18	22.86	22.55	SAMN19735668	Global Canine Shotgun Microbiomes
AF043627.1	SRR2177359	31.11	22.86	22.50	SAMN04001592	STEC-spiked spinach Metagenome
AF043627.1	SRR2000383	31.07	22.86	22.48	SAMN03569081	Fecal suspension - 2011 E coli outbreak Raw sequence reads
AF043627.1	ERR4298353	30.29	22.14	21.91	SAMEA7020081	Proficiency testing of metagenomics-based detection of food-borne pathogens using a complex artificial sequencing dataset
AF043627.1	SRR11435986	30.29	22.14	21.91	SAMN14475174	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
AF043627.1	SRR6514664	30.29	22.14	21.91	SAMN08379457	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
AF043627.1	SRR5371465	30.14	22.14	21.80	SAMN06117812	bovine fecal metagenome raw sequence reads
AF043627.1	SRR11435967	30.10	22.14	21.77	SAMN14475167	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
