QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
FN252457.1	SRR4101320	46.97	33.80	33.37	SAMN05715927	food contamination metagenome Metagenome
FN252457.1	ERR4682857	46.39	33.10	32.97	SAMEA7428499	Global surveillance of antimicrobial resistance - batch June 2018
FN252457.1	SRR4101299	45.98	33.10	32.67	SAMN05715932	food contamination metagenome Metagenome
FN252457.1	SRR7533038	45.47	32.39	32.31	SAMN09641623	panda gut metagenome raw sequence reads Raw sequence reads
FN252457.1	SRR4101321	45.04	32.39	32.01	SAMN05715928	food contamination metagenome Metagenome
FN252457.1	SRR12195335	45.02	32.39	31.99	SAMN15504565	STEC-spiked food
FN252457.1	ERR3413876	45.00	32.39	31.97	SAMEA5735801	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
FN252457.1	SRR8353652	44.99	32.39	31.97	SAMN10615591	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
FN252457.1	SRR12326571	44.99	32.39	31.97	SAMN15637147	Cassava leaf microbiome and ions
FN252457.1	SRR12711160	44.99	32.39	31.97	SAMN15871213	Metagenomic sequencing of  the digestive tract of buffalo
FN252457.1	SRR12326569	44.99	32.39	31.97	SAMN15637149	Cassava leaf microbiome and ions
FN252457.1	ERR2270961	44.99	32.39	31.97	SAMEA104549058	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
FN252457.1	SRR4101296	44.99	32.39	31.96	SAMN05715931	food contamination metagenome Metagenome
FN252457.1	SRR4101306	44.99	32.39	31.96	SAMN05715934	food contamination metagenome Metagenome
FN252457.1	SRR6667573	44.98	32.39	31.96	SAMN08457752	Metagenomes of produce spiked with E.coli
FN252457.1	SRR6514656	44.97	32.39	31.96	SAMN08379451	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
FN252457.1	SRR14842352	44.13	31.69	31.36	SAMN19735668	Global Canine Shotgun Microbiomes
FN252457.1	SRR4101311	44.01	31.69	31.27	SAMN05715935	food contamination metagenome Metagenome
FN252457.1	SRR11435966	44.01	31.69	31.27	SAMN14475168	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR15276868	44.00	31.69	31.26	SAMN20362769	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
FN252457.1	ERR2182604	43.99	31.69	31.26	SAMEA104359694	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
FN252457.1	SRR4101307	43.99	31.69	31.26	SAMN05715934	food contamination metagenome Metagenome
FN252457.1	SRR6486879	43.99	31.69	31.26	SAMN08375886	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
FN252457.1	ERR1135389	43.35	30.99	30.80	SAMEA3663216	The Pig’s other genome: a reference gene catalogue of the gut microbiome
FN252457.1	ERR738549	43.04	30.99	30.59	SAMEA3216841	Benchmark of metagenome analysis tools
FN252457.1	SRR12195334	43.02	30.99	30.57	SAMN15504566	STEC-spiked food
FN252457.1	SRR4101301	43.02	30.99	30.57	SAMN05715926	food contamination metagenome Metagenome
FN252457.1	ERR3413879	43.01	30.99	30.56	SAMEA5735804	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
FN252457.1	SRR11435985	43.01	30.99	30.56	SAMN14475175	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR11435988	43.01	30.99	30.56	SAMN14475172	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR12711214	43.00	30.99	30.55	SAMN15870991	Metagenomic sequencing of  the digestive tract of buffalo
FN252457.1	SRR12710959	43.00	30.99	30.55	SAMN15870917	Metagenomic sequencing of  the digestive tract of buffalo
FN252457.1	SRR11435987	43.00	30.99	30.55	SAMN14475173	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR15276860	43.00	30.99	30.55	SAMN20362752	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
FN252457.1	SRR4101308	43.00	30.99	30.55	SAMN05715934	food contamination metagenome Metagenome
FN252457.1	ERR1992808	42.13	30.28	29.93	SAMEA103954398	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
FN252457.1	ERR2185279	42.13	30.28	29.93	SAMEA104351855	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
FN252457.1	SRR4018491	42.05	30.28	29.88	SAMN05442509	freshwater metagenome Raw sequence reads
FN252457.1	ERR3413877	42.02	30.28	29.86	SAMEA5735802	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
FN252457.1	SRR11435963	42.02	30.28	29.85	SAMN14475171	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR8354042	42.02	30.28	29.85	SAMN10615885	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
FN252457.1	SRR11435968	42.02	30.28	29.85	SAMN14475166	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR7658622	42.01	30.28	29.85	SAMN09781734	Metagenomic sequencing of stool samples from rural communities from north-eastern Madagascar
FN252457.1	SRR12195343	42.01	30.28	29.85	SAMN15504564	STEC-spiked food
FN252457.1	ERR3153744	42.00	30.28	29.84	SAMEA5335518	The fecal microbiota has already altered in normoglycemic individuals who go on to have type 2 diabetes
FN252457.1	SRR4101298	42.00	30.28	29.84	SAMN05715931	food contamination metagenome Metagenome
FN252457.1	SRR6486883	42.00	30.28	29.84	SAMN08375884	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
FN252457.1	SRR17241854	41.99	30.28	29.83	SAMN23969020	Gut microbiome in obese children treated with butyrate
FN252457.1	SRR4101323	41.08	29.58	29.19	SAMN05715928	food contamination metagenome Metagenome
FN252457.1	ERR738547	41.05	29.58	29.17	SAMEA3216839	Benchmark of metagenome analysis tools
FN252457.1	SRR6869083	41.03	29.58	29.15	SAMN08738620	Bovine Fecal Metagenomics During Early Life
FN252457.1	SRR12195331	41.02	29.58	29.15	SAMN15504569	STEC-spiked food
FN252457.1	SRR2177357	41.02	29.58	29.15	SAMN04001591	STEC-spiked spinach Metagenome
FN252457.1	SRR1523528	41.02	29.58	29.15	SAMN02929927	Human saliva, creek water, and synthetic metagenomic samples used in selective DNA isolation using restriction enzymes
FN252457.1	SRR6486887	41.02	29.58	29.15	SAMN08375878	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
FN252457.1	SRR7229774	41.02	29.58	29.15	SAMN09269258	Complete Genome Sequence of New Type Shiga toxin-producing Escherichia coli O157:H7 Phage vB_EcoM-Sa157w3YLVW
FN252457.1	SRR11435989	41.02	29.58	29.15	SAMN14475163	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR2177250	41.02	29.58	29.15	SAMN04001579	STEC-spiked spinach Metagenome
FN252457.1	SRR4018490	41.02	29.58	29.15	SAMN05442508	freshwater metagenome Raw sequence reads
FN252457.1	SRR11435969	41.02	29.58	29.15	SAMN14475165	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR2177280	41.02	29.58	29.15	SAMN04001579	STEC-spiked spinach Metagenome
FN252457.1	SRR4101292	41.02	29.58	29.15	SAMN05715929	food contamination metagenome Metagenome
FN252457.1	SRR6486890	41.02	29.58	29.15	SAMN08375879	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
FN252457.1	ERR3085829	41.02	29.58	29.14	SAMEA104403803	RLBUHT_Cdiff
FN252457.1	SRR12711224	41.01	29.58	29.14	SAMN15870982	Metagenomic sequencing of  the digestive tract of buffalo
FN252457.1	SRR12711477	41.01	29.58	29.14	SAMN15870925	Metagenomic sequencing of  the digestive tract of buffalo
FN252457.1	SRR11435964	41.01	29.58	29.14	SAMN14475170	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR5371465	40.41	28.87	28.71	SAMN06117812	bovine fecal metagenome raw sequence reads
FN252457.1	SRR4101295	40.07	28.87	28.47	SAMN05715930	food contamination metagenome Metagenome
FN252457.1	SRR11435990	40.03	28.87	28.45	SAMN14475162	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	ERR3413878	40.03	28.87	28.44	SAMEA5735803	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
FN252457.1	SRR11435965	40.03	28.87	28.44	SAMN14475169	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR12195329	40.03	28.87	28.44	SAMN15504571	STEC-spiked food
FN252457.1	SRR12195330	40.03	28.87	28.44	SAMN15504570	STEC-spiked food
FN252457.1	SRR12195332	40.03	28.87	28.44	SAMN15504568	STEC-spiked food
FN252457.1	SRR12195333	40.03	28.87	28.44	SAMN15504567	STEC-spiked food
FN252457.1	SRR12195344	40.03	28.87	28.44	SAMN15504563	STEC-spiked food
FN252457.1	SRR2177283	40.03	28.87	28.44	SAMN04001575	STEC-spiked spinach Metagenome
FN252457.1	SRR2177288	40.03	28.87	28.44	SAMN04001591	STEC-spiked spinach Metagenome
FN252457.1	SRR4101290	40.03	28.87	28.44	SAMN05715926	food contamination metagenome Metagenome
FN252457.1	SRR4101291	40.03	28.87	28.44	SAMN05715929	food contamination metagenome Metagenome
FN252457.1	SRR6486889	40.03	28.87	28.44	SAMN08375880	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
FN252457.1	SRR6514655	40.03	28.87	28.44	SAMN08379452	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
FN252457.1	ERR1135378	39.46	28.17	28.04	SAMEA3663205	The Pig’s other genome: a reference gene catalogue of the gut microbiome
FN252457.1	ERR738548	39.22	28.17	27.86	SAMEA3216840	Benchmark of metagenome analysis tools
FN252457.1	ERR321622	39.08	28.17	27.77	SAMEA2145815	Richness of human gut microbiome correlates with metabolic markers
FN252457.1	SRR12711225	39.07	28.17	27.76	SAMN15870981	Metagenomic sequencing of  the digestive tract of buffalo
FN252457.1	SRR2000383	39.05	28.17	27.75	SAMN03569081	Fecal suspension - 2011 E coli outbreak Raw sequence reads
FN252457.1	SRR12711466	39.05	28.17	27.74	SAMN15870926	Metagenomic sequencing of  the digestive tract of buffalo
FN252457.1	SRR12710916	39.04	28.17	27.74	SAMN15870962	Metagenomic sequencing of  the digestive tract of buffalo
FN252457.1	SRR8856338	39.04	28.17	27.74	SAMN11345975	Breccia  Pipe U Claim Borehole WT-29A subsurface metagenome
FN252457.1	SRR6514663	39.04	28.17	27.74	SAMN08379458	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
FN252457.1	ERR2245477	38.67	27.46	27.48	SAMEA104467343	As part of the EFFORT project, we sampled feces from pig and poultry livestock in nine European countries (BE, BG, DK, FR, ES, GE, NL, PL, SP). More than 9000 animals were sampled, across 181 pig and 178 poultry herds to generate herd-level composite fecal samples. Using shotgun metagenomics, we have quantified and characterized the antimicrobial resistance gene pools (resistomes) in Europe's two most intensively raised livestock species.
FN252457.1	SRR11185243	38.44	27.46	27.31	SAMN11098509	Pig microbiome
FN252457.1	ERR738545	38.26	27.46	27.19	SAMEA3216837	Benchmark of metagenome analysis tools
FN252457.1	SRR4101294	38.07	27.46	27.05	SAMN05715930	food contamination metagenome Metagenome
FN252457.1	SRR15276864	38.07	27.46	27.05	SAMN20362773	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
FN252457.1	SRR12217733	38.05	27.46	27.04	SAMN15503819	Bovine fecal metagenome from dairy veal calves
FN252457.1	ERR2597391	37.46	26.76	26.62	SAMEA4688905	VETII samples
FN252457.1	SRR3181138	37.41	26.76	26.58	SAMN04450470	Cattle feces Metagenome
FN252457.1	SRR15276869	37.28	26.76	26.49	SAMN20362768	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
FN252457.1	SRR5866502	37.11	26.76	26.37	SAMN07414389	Whole-Grain rich diet cross-over study
FN252457.1	SRR4101322	37.10	26.76	26.36	SAMN05715928	food contamination metagenome Metagenome
FN252457.1	SRR4101302	37.08	26.76	26.35	SAMN05715932	food contamination metagenome Metagenome
FN252457.1	SRR8784357	37.08	26.76	26.35	SAMN11252265	Metagenomic sequencing of stool samples from Ethiopian individuals
FN252457.1	SRR4101293	37.08	26.76	26.35	SAMN05715930	food contamination metagenome Metagenome
FN252457.1	ERR2597350	36.63	26.06	26.03	SAMEA4688864	VETII samples
FN252457.1	SRR14780119	36.35	26.06	25.83	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
FN252457.1	SRR7110579	36.29	26.06	25.79	SAMN08776114	Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin metagenome
FN252457.1	SRR5377209	36.27	26.06	25.77	SAMN06624502	human gut metagenome Raw sequence reads
FN252457.1	SRR2177287	36.10	26.06	25.65	SAMN04001591	STEC-spiked spinach Metagenome
FN252457.1	SRR2177360	36.10	26.06	25.65	SAMN04001593	STEC-spiked spinach Metagenome
FN252457.1	SRR8925792	35.62	25.35	25.31	SAMN11458256	Metagenome of feedstock samples for 56 full-scale biogas plants in China
FN252457.1	SRR14812346	35.46	25.35	25.20	SAMN19686914	Piglet gut and in-barn manure from farms on Raised Without Antibiotics program display a reduced antimicrobial resistance but an increased prevalence of pathogens
FN252457.1	SRR4101318	35.17	25.35	24.99	SAMN05715937	food contamination metagenome Metagenome
FN252457.1	SRR2083222	34.28	24.65	24.36	SAMN03801314	Freshwater Viruses Metagenomic assembly
FN252457.1	SRR6514664	34.28	24.65	24.35	SAMN08379457	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
FN252457.1	SRR4101317	34.18	24.65	24.28	SAMN05715937	food contamination metagenome Metagenome
FN252457.1	SRR11391800	34.16	24.65	24.27	SAMN14418854	Metagenomic Sequencing for cattle manure and E. coli library from cattle manure
FN252457.1	SRR2177281	34.15	24.65	24.27	SAMN04001575	STEC-spiked spinach Metagenome
FN252457.1	ERR1135387	33.54	23.94	23.83	SAMEA3663214	The Pig’s other genome: a reference gene catalogue of the gut microbiome
FN252457.1	SRR11391801	33.18	23.94	23.58	SAMN14418853	Metagenomic Sequencing for cattle manure and E. coli library from cattle manure
FN252457.1	SRR10692160	33.16	23.94	23.56	SAMN13246266	human gut metagenome Metagenome
FN252457.1	SRR11435967	33.16	23.94	23.56	SAMN14475167	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR2177251	33.14	23.94	23.55	SAMN04001579	STEC-spiked spinach Metagenome
FN252457.1	SRR8925784	32.66	23.24	23.21	SAMN11458266	Metagenome of feedstock samples for 56 full-scale biogas plants in China
FN252457.1	SRR11435986	32.31	23.24	22.96	SAMN14475174	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR15276862	32.31	23.24	22.96	SAMN20362775	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
FN252457.1	SRR7428413	32.20	23.24	22.88	SAMN09355640	Human Fecal Metagenome Metagenome
FN252457.1	SRR11435977	32.19	23.24	22.87	SAMN14475182	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
FN252457.1	SRR8925818	31.75	22.54	22.56	SAMN11458198	Metagenomic analysis of 56 full-scale biogas plants in China
FN252457.1	SRR2177358	31.21	22.54	22.18	SAMN04001592	STEC-spiked spinach Metagenome
FN252457.1	ERR3525309	31.20	22.54	22.17	SAMEA5961686	Metagenomic sequencing of the rumen of cattle (Bos Taurus), sheep (Ovis aries), reindeer (Rangifer tarandus) and red deer (Cervus elaphus)
FN252457.1	SRR10209667	30.63	21.83	21.76	SAMN12867438	pig gut metagenome Targeted loci environmental
FN252457.1	SRR2177361	30.39	21.83	21.59	SAMN04001593	STEC-spiked spinach Metagenome
FN252457.1	ERR4298353	30.33	21.83	21.55	SAMEA7020081	Proficiency testing of metagenomics-based detection of food-borne pathogens using a complex artificial sequencing dataset
FN252457.1	SRR13236686	30.21	21.83	21.47	SAMN16807469	Cellulolytic microbial consortium Genome sequencing and assembly
FN252457.1	ERR3525314	29.44	21.13	20.92	SAMEA5961691	Metagenomic sequencing of the rumen of cattle (Bos Taurus), sheep (Ovis aries), reindeer (Rangifer tarandus) and red deer (Cervus elaphus)
FN252457.1	SRR13355226	29.36	21.13	20.86	SAMN17091845	Mock community containing 99% human DNA and 1% E. coli DNA.
FN252457.1	SRR2177359	29.25	21.13	20.78	SAMN04001592	STEC-spiked spinach Metagenome
FN252457.1	SRR4018499	29.22	21.13	20.76	SAMN05442516	freshwater metagenome Raw sequence reads
FN252457.1	SRR8316592	28.81	20.42	20.47	SAMN10592412	Gut metagenomes of Yi and Tibetan population and hypertension patients in China
FN252457.1	SRR11489779	28.74	20.42	20.42	SAMN14543228	Global studies of microbial diversity in pig gut
FN252457.1	ERR3574525	28.62	20.42	20.34	SAMEA5989477	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes
FN252457.1	SRR7193049	28.55	20.42	20.29	SAMN09235249	Evaluation of porcine fecal microbiomes after exposure to ceftriaxone
FN252457.1	SRR13855170	28.42	20.42	20.19	SAMN18090719	Development of standard protocols for shotgun metagenomics analyses of human fecal microbiota (raw sequencing reads)
FN252457.1	SRR4018489	28.39	20.42	20.17	SAMN05442507	freshwater metagenome Raw sequence reads
FN252457.1	SRR6514657	28.39	20.42	20.17	SAMN08379450	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
FN252457.1	SRR4425658	28.38	20.42	20.17	SAMN05597113	Composite fecal samples and WWTP biosolids Raw sequence reads
FN252457.1	SRR1747032	28.38	20.42	20.16	SAMN03275585	Baboon feces Metagenome
FN252457.1	SRR10692412	28.27	20.42	20.09	SAMN13246275	human gut metagenome Metagenome
FN252457.1	SRR10692116	28.27	20.42	20.09	SAMN13246425	human gut metagenome Metagenome
FN252457.1	SRR11412752	27.87	19.72	19.80	SAMN14445522	human gut metagenome Metagenome
FN252457.1	SRR8925809	27.77	19.72	19.73	SAMN11458246	Metagenome of feedstock samples for 56 full-scale biogas plants in China
FN252457.1	SRR10499594	27.44	19.72	19.49	SAMN13292994	human gut metagenome Metagenome
FN252457.1	ERR4083585	27.41	19.72	19.47	SAMEA6809520	Large scale metagenome assembly reveals novel animal-associated microbial diversity
FN252457.1	SRR4018502	27.40	19.72	19.47	SAMN05442519	freshwater metagenome Raw sequence reads
FN252457.1	SRR10692766	27.32	19.72	19.41	SAMN13247019	human gut metagenome Metagenome
FN252457.1	SRR12710906	27.26	19.72	19.37	SAMN15870971	Metagenomic sequencing of  the digestive tract of buffalo
FN252457.1	ERR1135248	26.68	19.01	18.95	SAMEA3663075	The Pig’s other genome: a reference gene catalogue of the gut microbiome
FN252457.1	ERR3211917	26.66	19.01	18.94	SAMEA5414562	Metagenomic assessment of the effect of sample processing on different microbiomes
FN252457.1	SRR8925811	26.60	19.01	18.90	SAMN11458248	Metagenome of feedstock samples for 56 full-scale biogas plants in China
FN252457.1	SRR9866666	26.58	19.01	18.89	SAMN12283821	Metagenomic sequencing of Lawsonia intracellularis
FN252457.1	ERR3502022	26.51	19.01	18.84	SAMEA5925635	A cross-sectional study of compositional and functional profiles of gut microbiota in Sardinian centenarians
FN252457.1	ERR589506	26.42	19.01	18.78	SAMEA2737661	Gut and Oral Microbiome Dysbiosis in Rheumatoid Arthritis
FN252457.1	SRR11236200	25.34	18.31	18.01	SAMN14270949	Human gut microbiome Raw sequence reads
FN252457.1	SRR7351778	25.29	18.31	17.97	SAMN09278138	Probiotics in Pregnancy study
FN252457.1	SRR7533037	24.80	17.61	17.62	SAMN09641624	panda gut metagenome raw sequence reads Raw sequence reads
FN252457.1	SRR12619562	24.62	17.61	17.50	SAMN16091599	Manure-associated resistomes in soil column experiment
FN252457.1	ERR3212041	24.61	17.61	17.48	SAMEA5414687	Metagenomic assessment of the effect of sample processing on different microbiomes
FN252457.1	SRR16178815	24.44	17.61	17.36	SAMN22025967	Metagenomic analysis towards biomarkers and prediction models between intestinal polyp patients and colorectal cancer patients
FN252457.1	SRR11391799	24.41	17.61	17.34	SAMN14418855	Metagenomic Sequencing for cattle manure and E. coli library from cattle manure
FN252457.1	ERR1620344	24.31	17.61	17.27	SAMEA4431957	The gut microbiome in Crohn's disease and modulation by exclusive enteral nutrition
FN252457.1	SRR10403548	24.31	17.61	17.27	SAMN13221638	Cross-sectional study of intestinal flora in Parkinson's patients in central China
FN252457.1	SRR11462833	24.31	17.61	17.27	SAMN14514676	Alteration in gut microbiota composition and functional relevance in subclinical carotid atherosclerosis in the general popolation
FN252457.1	SRR12158991	24.31	17.61	17.27	SAMN15422813	The gut microbiome related effect of Berberine and probiotics in treating Type 2 Diabetes
FN252457.1	SRR13236684	24.31	17.61	17.27	SAMN16991297	Cellulolytic microbial consortium Genome sequencing and assembly
FN252457.1	SRR17284332	24.31	17.61	17.27	SAMN23963220	Transmission and formation of microbiota in the ealry life
FN252457.1	SRR7351897	24.31	17.61	17.27	SAMN09278319	Probiotics in Pregnancy study
FN252457.1	SRR8845319	24.31	17.61	17.27	SAMN11311500	Shotgun Metagenomics of 361 post-menopause women reveals gut microbiome change along with the bone loss
FN252457.1	SRR15725430	23.78	16.90	16.90	SAMN21220124	Exploring the possible link between the gut microbiome and fat deposition in pigs
