QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
Z36901.1	ERR710432	117.38	78.29	78.27	SAMEA3178943	Gut microbiome development along the colorectal adenoma-carcinoma sequence
Z36901.1	SRR5091556	115.31	76.97	76.89	SAMN06112072	human gut metagenome in RA
Z36901.1	SRR10499466	111.51	74.34	74.36	SAMN13292914	human gut metagenome Metagenome
Z36901.1	ERR3451257	101.61	67.76	67.76	SAMEA5814543	Whole shotgun metagenomic sequencing for 1,004 individuals belonging to the TwinsUK cohort.  Supporting data for: Visconti et al, Interplay between the human gut microbiome and host metabolism
Z36901.1	SRR5127692	99.63	66.45	66.44	SAMN06110442	Gut microbial interactions with the inflammatory cytokine production capacity
Z36901.1	SRR8275908	98.66	65.79	65.79	SAMN10351046	Fecal eukaryotic communites from dung pellets of Tule Elk in California, USA - Elk Dung C4 metagenome
Z36901.1	ERR2739237	95.67	63.82	63.80	SAMEA4833145	Culture-enriched human gut microbiomes reveal core and accessory resistance genes
Z36901.1	ERR4334066	88.75	59.21	59.18	SAMEA7045150	Microbiome connections with host metabolism and habitual diet from the PREDICT 1 metagenomic study
Z36901.1	SRR12459264	87.95	58.55	58.65	SAMN15824897	PROMISE Cohort Metagenome sequence data
Z36901.1	ERR3941083	84.88	56.58	56.60	SAMEA6577074	Using metabolomics and microbiome analysis as tools to investigate cheetah liver necrosis syndrome a pilot study
Z36901.1	SRR2177285	84.28	56.58	56.20	SAMN04001583	STEC-spiked spinach Metagenome
Z36901.1	SRR3993006	83.82	55.92	55.89	SAMN05414937	Mongolian Metagenome
Z36901.1	SRR12326569	83.27	55.92	55.53	SAMN15637149	Cassava leaf microbiome and ions
Z36901.1	SRR12326570	83.27	55.92	55.53	SAMN15637148	Cassava leaf microbiome and ions
Z36901.1	SRR12326571	83.27	55.92	55.53	SAMN15637147	Cassava leaf microbiome and ions
Z36901.1	SRR6482687	82.30	55.26	54.88	SAMN08017836	Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.
Z36901.1	ERR3143217	82.12	54.61	54.76	SAMEA5315519	Discovery of novel astrovirus genotype species in small ruminants
Z36901.1	SRR12234757	80.86	53.95	53.92	SAMN15421829	The gut microbiome related effect of Berberine and probiotics in treating Type 2 Diabetes
Z36901.1	SRR6060192	80.78	53.95	53.87	SAMN07632031	Fecal eukaryotic communites from dung pellets of Tule Elk in California, USA - Elk Dung C2 Day 2 Metagenome metagenome
Z36901.1	SRR2177286	80.28	53.95	53.54	SAMN04001584	STEC-spiked spinach Metagenome
Z36901.1	SRR13061017	79.92	53.29	53.29	SAMN16796179	Fecal Whole Metagenomic Shotgun Sequencing on Koreans
Z36901.1	SRR12195339	79.32	53.29	52.89	SAMN15504576	STEC-spiked food
Z36901.1	SRR4101303	79.31	53.29	52.89	SAMN05715933	food contamination metagenome Metagenome
Z36901.1	ERR3153744	79.29	53.29	52.87	SAMEA5335518	The fecal microbiota has already altered in normoglycemic individuals who go on to have type 2 diabetes
Z36901.1	ERR3941344	78.82	52.63	52.56	SAMEA6577344	Using metabolomics and microbiome analysis as tools to investigate cheetah liver necrosis syndrome a pilot study
Z36901.1	SRR12195337	78.32	52.63	52.22	SAMN15504578	STEC-spiked food
Z36901.1	SRR12195338	77.33	51.97	51.56	SAMN15504577	STEC-spiked food
Z36901.1	SRR4101293	77.33	51.97	51.56	SAMN05715930	food contamination metagenome Metagenome
Z36901.1	SRR6514687	77.32	51.97	51.56	SAMN08379459	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
Z36901.1	SRR11435968	76.33	51.32	50.90	SAMN14475166	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR4101301	76.33	51.32	50.90	SAMN05715926	food contamination metagenome Metagenome
Z36901.1	SRR11435978	76.33	51.32	50.89	SAMN14475164	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	ERR3857638	75.88	50.66	50.60	SAMEA6512880	Mediterranean diet intervention in overweight and obese subjects leads to multiple beneficial shifts in gut microbiome and metabolome independently from energy intake
Z36901.1	SRR14001040	75.37	50.66	50.26	SAMN18354070	COPSAC corhot study of infant gut microbiome
Z36901.1	ERR1543947	75.34	50.66	50.23	SAMEA4350113	Evaluating the Potential of using Next-Generation Sequencing for Direct Clinical Diagnostics of Faecal Samples from Patients with Diarrhoea
Z36901.1	SRR4101294	75.34	50.66	50.23	SAMN05715930	food contamination metagenome Metagenome
Z36901.1	SRR4101295	75.34	50.66	50.23	SAMN05715930	food contamination metagenome Metagenome
Z36901.1	SRR4101305	75.34	50.66	50.23	SAMN05715933	food contamination metagenome Metagenome
Z36901.1	SRR4101309	75.34	50.66	50.23	SAMN05715935	food contamination metagenome Metagenome
Z36901.1	SRR6514661	75.34	50.66	50.23	SAMN08379454	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
Z36901.1	SRR2177282	75.33	50.66	50.23	SAMN04001583	STEC-spiked spinach Metagenome
Z36901.1	ERR414344	75.31	50.66	50.22	SAMEA2338725	An integrated catalog of reference genes in the human gut microbiome
Z36901.1	SRR16681855	74.97	50.00	49.99	SAMN22567060	Metagenomic analysis of gut microbiota of people with depression disorders for determination of the composition of the marker genes.
Z36901.1	SRR11435987	74.34	50.00	49.57	SAMN14475173	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR11435985	74.34	50.00	49.57	SAMN14475175	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR14001039	73.38	49.34	48.93	SAMN18354071	COPSAC corhot study of infant gut microbiome
Z36901.1	SRR7351973	73.38	49.34	48.93	SAMN09278288	Probiotics in Pregnancy study
Z36901.1	SRR12195331	73.35	49.34	48.91	SAMN15504569	STEC-spiked food
Z36901.1	SRR4101289	73.34	49.34	48.91	SAMN05715926	food contamination metagenome Metagenome
Z36901.1	ERR3413877	73.34	49.34	48.91	SAMEA5735802	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
Z36901.1	SRR6514656	73.34	49.34	48.91	SAMN08379451	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
Z36901.1	SRR11435966	73.34	49.34	48.91	SAMN14475168	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	ERR3413878	73.34	49.34	48.91	SAMEA5735803	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
Z36901.1	SRR12710910	73.32	49.34	48.89	SAMN15870967	Metagenomic sequencing of  the digestive tract of buffalo
Z36901.1	SRR12711230	73.32	49.34	48.89	SAMN15870976	Metagenomic sequencing of  the digestive tract of buffalo
Z36901.1	SRR14369247	73.32	49.34	48.89	SAMN17899748	Weaning Piglet Gut Microbiome
Z36901.1	SRR14369248	73.32	49.34	48.89	SAMN17899747	Weaning Piglet Gut Microbiome
Z36901.1	SRR14369275	73.32	49.34	48.89	SAMN17899722	Weaning Piglet Gut Microbiome
Z36901.1	SRR14369276	73.32	49.34	48.89	SAMN17899721	Weaning Piglet Gut Microbiome
Z36901.1	SRR14369300	73.32	49.34	48.89	SAMN17899700	Weaning Piglet Gut Microbiome
Z36901.1	SRR14774583	73.32	49.34	48.89	SAMN19612850	Shotgun metagenomic sequencing data of gut microbiome in Duroc pigs
Z36901.1	SRR6869086	73.32	49.34	48.89	SAMN08738623	Bovine Fecal Metagenomics During Early Life
Z36901.1	ERR2242040	72.92	48.68	48.63	SAMEA104187343	American Gut Project
Z36901.1	SRR6514689	72.41	48.68	48.28	SAMN08379461	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
Z36901.1	SRR4101304	72.40	48.68	48.28	SAMN05715933	food contamination metagenome Metagenome
Z36901.1	SRR17221330	72.40	48.68	48.28	SAMN23798533	the gut microbes of golden monkeys
Z36901.1	ERR3592848	72.39	48.68	48.27	SAMEA6084812	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3592968	72.37	48.68	48.26	SAMEA6084932	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	SRR10427882	72.37	48.68	48.26	SAMN13258121	Gut microbiome changes after bariatric surgery
Z36901.1	SRR2177251	72.37	48.68	48.25	SAMN04001579	STEC-spiked spinach Metagenome
Z36901.1	SRR2177250	72.35	48.68	48.24	SAMN04001579	STEC-spiked spinach Metagenome
Z36901.1	SRR14780121	72.35	48.68	48.24	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
Z36901.1	SRR2177288	72.35	48.68	48.24	SAMN04001591	STEC-spiked spinach Metagenome
Z36901.1	SRR6482555	72.35	48.68	48.24	SAMN08018183	Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.
Z36901.1	SRR11435963	72.35	48.68	48.24	SAMN14475171	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR2177280	72.35	48.68	48.24	SAMN04001579	STEC-spiked spinach Metagenome
Z36901.1	SRR2177283	72.35	48.68	48.24	SAMN04001575	STEC-spiked spinach Metagenome
Z36901.1	SRR7227920	72.35	48.68	48.24	SAMN09272168	Effect of bariatric surgery on the faecal metagenome
Z36901.1	SRR2177287	71.39	48.03	47.60	SAMN04001591	STEC-spiked spinach Metagenome
Z36901.1	ERR3592958	71.38	48.03	47.59	SAMEA6084922	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3413876	71.35	48.03	47.58	SAMEA5735801	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
Z36901.1	ERR3413879	71.35	48.03	47.58	SAMEA5735804	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
Z36901.1	SRR11435964	71.35	48.03	47.58	SAMN14475170	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR11435969	71.35	48.03	47.58	SAMN14475165	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR11435988	71.35	48.03	47.58	SAMN14475172	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR11435989	71.35	48.03	47.58	SAMN14475163	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR12195329	71.35	48.03	47.58	SAMN15504571	STEC-spiked food
Z36901.1	SRR12195330	71.35	48.03	47.58	SAMN15504570	STEC-spiked food
Z36901.1	SRR12195332	71.35	48.03	47.58	SAMN15504568	STEC-spiked food
Z36901.1	SRR12195333	71.35	48.03	47.58	SAMN15504567	STEC-spiked food
Z36901.1	SRR12195334	71.35	48.03	47.58	SAMN15504566	STEC-spiked food
Z36901.1	SRR12195335	71.35	48.03	47.58	SAMN15504565	STEC-spiked food
Z36901.1	SRR12195343	71.35	48.03	47.58	SAMN15504564	STEC-spiked food
Z36901.1	SRR12711072	71.35	48.03	47.58	SAMN15871260	Metagenomic sequencing of  the digestive tract of buffalo
Z36901.1	SRR13855170	71.35	48.03	47.58	SAMN18090719	Development of standard protocols for shotgun metagenomics analyses of human fecal microbiota (raw sequencing reads)
Z36901.1	SRR1523528	71.35	48.03	47.58	SAMN02929927	Human saliva, creek water, and synthetic metagenomic samples used in selective DNA isolation using restriction enzymes
Z36901.1	SRR2177357	71.35	48.03	47.58	SAMN04001591	STEC-spiked spinach Metagenome
Z36901.1	SRR4101290	71.35	48.03	47.58	SAMN05715926	food contamination metagenome Metagenome
Z36901.1	SRR4101312	71.35	48.03	47.58	SAMN05715927	food contamination metagenome Metagenome
Z36901.1	SRR6514657	71.35	48.03	47.58	SAMN08379450	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
Z36901.1	ERR3857639	71.07	47.37	47.39	SAMEA6512880	Mediterranean diet intervention in overweight and obese subjects leads to multiple beneficial shifts in gut microbiome and metabolome independently from energy intake
Z36901.1	SRR10692023	70.46	47.37	46.98	SAMN13246444	human gut metagenome Metagenome
Z36901.1	ERR525985	70.44	47.37	46.97	SAMEA2580202	Dynamics and Stabilization of the Human Gut Microbiome during the First Year of Life
Z36901.1	SRR2177358	70.39	47.37	46.94	SAMN04001592	STEC-spiked spinach Metagenome
Z36901.1	SRR8784357	70.38	47.37	46.93	SAMN11252265	Metagenomic sequencing of stool samples from Ethiopian individuals
Z36901.1	ERR3592841	70.38	47.37	46.93	SAMEA6084805	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3592844	70.38	47.37	46.93	SAMEA6084808	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3592959	70.38	47.37	46.93	SAMEA6084923	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3592971	70.38	47.37	46.93	SAMEA6084935	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	SRR8550803	70.38	47.37	46.93	SAMN10888599	Fecal microbiomes from a Zimbabwean pre-school population
Z36901.1	SRR15276868	69.63	46.71	46.43	SAMN20362769	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
Z36901.1	ERR4616330	69.42	46.71	46.29	SAMEA7332299	TwinUK cohort
Z36901.1	ERR4616331	69.42	46.71	46.29	SAMEA7332299	TwinUK cohort
Z36901.1	SRR12800487	69.41	46.71	46.28	SAMN16395188	Bacteriophage sp. Raw sequence reads
Z36901.1	ERR3592846	69.40	46.71	46.28	SAMEA6084810	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3592957	69.40	46.71	46.28	SAMEA6084921	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3592843	69.40	46.71	46.28	SAMEA6084807	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3592839	69.40	46.71	46.28	SAMEA6084803	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3592960	69.40	46.71	46.28	SAMEA6084924	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	SRR11435990	69.40	46.71	46.28	SAMN14475162	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR6514663	69.39	46.71	46.27	SAMN08379458	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
Z36901.1	SRR4425662	68.51	46.05	45.68	SAMN05597107	Composite fecal samples and WWTP biosolids Raw sequence reads
Z36901.1	SRR2177360	68.43	46.05	45.63	SAMN04001593	STEC-spiked spinach Metagenome
Z36901.1	SRR6486890	68.42	46.05	45.62	SAMN08375879	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
Z36901.1	SRR13855168	67.44	45.39	44.97	SAMN18090720	Development of standard protocols for shotgun metagenomics analyses of human fecal microbiota (raw sequencing reads)
Z36901.1	SRR12710912	67.44	45.39	44.97	SAMN15870965	Metagenomic sequencing of  the digestive tract of buffalo
Z36901.1	ERR866588	67.17	44.74	44.79	SAMEA3360684	Gut microbial succession follows acute secretory diarrhea in humans
Z36901.1	SRR12795781	66.54	44.74	44.37	SAMN16396825	Fecal microbiota transplantation on necrotizing enterocolitis in preterm piglets
Z36901.1	SRR4018496	66.52	44.74	44.36	SAMN05442513	freshwater metagenome Raw sequence reads
Z36901.1	SRR14842352	66.49	44.74	44.34	SAMN19735668	Global Canine Shotgun Microbiomes
Z36901.1	SRR14780119	66.48	44.74	44.33	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
Z36901.1	SRR12711032	65.50	44.08	43.68	SAMN15871267	Metagenomic sequencing of  the digestive tract of buffalo
Z36901.1	ERR3592837	65.49	44.08	43.67	SAMEA6084801	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	SRR6486889	64.51	43.42	43.02	SAMN08375880	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
Z36901.1	ERR912152	64.28	42.76	42.86	SAMEA3449347	Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome
Z36901.1	SRR15276861	63.60	42.76	42.41	SAMN20362751	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
Z36901.1	ERR3592853	63.58	42.76	42.39	SAMEA6084817	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	SRR11435986	63.57	42.76	42.39	SAMN14475174	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	ERR4571347	63.56	42.76	42.38	SAMEA7294535	Genomic insights into adaptations of TMA-utilizing methanogens to diverse habitats including the human gut
Z36901.1	ERR3592835	63.54	42.76	42.37	SAMEA6084799	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	ERR3593310	63.52	42.76	42.35	SAMEA6085275	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	SRR13855169	63.51	42.76	42.35	SAMN18090719	Development of standard protocols for shotgun metagenomics analyses of human fecal microbiota (raw sequencing reads)
Z36901.1	SRR4425658	62.60	42.11	41.74	SAMN05597113	Composite fecal samples and WWTP biosolids Raw sequence reads
Z36901.1	SRR4018503	62.59	42.11	41.74	SAMN05442520	freshwater metagenome Raw sequence reads
Z36901.1	SRR15276870	62.59	42.11	41.74	SAMN20362750	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
Z36901.1	SRR14369171	62.56	42.11	41.72	SAMN17899656	Weaning Piglet Gut Microbiome
Z36901.1	ERR3451395	62.00	41.45	41.34	SAMEA5814743	Whole shotgun metagenomic sequencing for 1,004 individuals belonging to the TwinsUK cohort.  Supporting data for: Visconti et al, Interplay between the human gut microbiome and host metabolism
Z36901.1	SRR6514662	61.64	41.45	41.10	SAMN08379453	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
Z36901.1	SRR15276854	61.63	41.45	41.09	SAMN20362767	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
Z36901.1	SRR8845319	61.58	41.45	41.06	SAMN11311500	Shotgun Metagenomics of 361 post-menopause women reveals gut microbiome change along with the bone loss
Z36901.1	SRR14369166	60.65	40.79	40.44	SAMN17899607	Weaning Piglet Gut Microbiome
Z36901.1	SRR4101316	60.62	40.79	40.42	SAMN05715937	food contamination metagenome Metagenome
Z36901.1	ERR4571477	60.61	40.79	40.42	SAMEA7294535	Genomic insights into adaptations of TMA-utilizing methanogens to diverse habitats including the human gut
Z36901.1	SRR12711073	60.61	40.79	40.41	SAMN15871259	Metagenomic sequencing of  the digestive tract of buffalo
Z36901.1	SRR6514688	59.67	40.13	39.79	SAMN08379460	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
Z36901.1	ERR2455137	59.65	40.13	39.78	SAMEA104724058	Microbial signature of calf diarrheic gut
Z36901.1	SRR11435965	58.69	39.47	39.14	SAMN14475169	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
Z36901.1	SRR13355226	58.65	39.47	39.11	SAMN17091845	Mock community containing 99% human DNA and 1% E. coli DNA.
Z36901.1	SRR12195344	58.64	39.47	39.10	SAMN15504563	STEC-spiked food
Z36901.1	SRR12711225	57.72	38.82	38.49	SAMN15870981	Metagenomic sequencing of  the digestive tract of buffalo
Z36901.1	SRR3181148	57.71	38.82	38.48	SAMN04450480	Cattle feces Metagenome
Z36901.1	SRR4101306	57.71	38.82	38.48	SAMN05715934	food contamination metagenome Metagenome
Z36901.1	ERR3003428	57.17	38.16	38.12	SAMEA4813845	KOALA cohort metagenome study
Z36901.1	SRR10692160	56.72	38.16	37.82	SAMN13246266	human gut metagenome Metagenome
Z36901.1	SRR12711219	55.69	37.50	37.14	SAMN15870986	Metagenomic sequencing of  the digestive tract of buffalo
Z36901.1	SRR6187066	55.41	36.84	36.95	SAMN07795011	human gut metagenome Raw sequence reads
Z36901.1	SRR12711444	54.75	36.84	36.51	SAMN15870928	Metagenomic sequencing of  the digestive tract of buffalo
Z36901.1	ERR4571217	54.74	36.84	36.50	SAMEA7294535	Genomic insights into adaptations of TMA-utilizing methanogens to diverse habitats including the human gut
Z36901.1	ERR4571087	53.76	36.18	35.85	SAMEA7294535	Genomic insights into adaptations of TMA-utilizing methanogens to diverse habitats including the human gut
Z36901.1	ERR3857640	53.29	35.53	35.54	SAMEA6512880	Mediterranean diet intervention in overweight and obese subjects leads to multiple beneficial shifts in gut microbiome and metabolome independently from energy intake
Z36901.1	SRR14117182	52.85	35.53	35.24	SAMN17717747	Transmission and formation of microbiota in the ealry life
Z36901.1	SRR2177281	52.79	35.53	35.20	SAMN04001575	STEC-spiked spinach Metagenome
Z36901.1	ERR3593312	52.77	35.53	35.19	SAMEA6085277	Predicting antibiotic resistance in clinical infections caused by Enterobacterales from aggregated population-level taxonomy-adjusted AMR estimates derived from quantitative metagenomic analysis of pooled human faecal samples
Z36901.1	SRR7280954	52.75	35.53	35.17	SAMN09382596	Strain-level identification of mother-to-child bacterial transmission during the first few months of life
Z36901.1	SRR10692653	51.85	34.87	34.57	SAMN13246862	human gut metagenome Metagenome
Z36901.1	SRR14842407	51.82	34.87	34.56	SAMN19735663	Global Canine Shotgun Microbiomes
Z36901.1	SRR14369271	51.80	34.87	34.54	SAMN17899726	Weaning Piglet Gut Microbiome
Z36901.1	SRR13318358	51.78	34.87	34.52	SAMN17171296	Netherland Travelers
Z36901.1	ERR3857297	51.29	34.21	34.20	SAMEA6512850	Mediterranean diet intervention in overweight and obese subjects leads to multiple beneficial shifts in gut microbiome and metabolome independently from energy intake
Z36901.1	SRR13855167	50.88	34.21	33.93	SAMN18090720	Development of standard protocols for shotgun metagenomics analyses of human fecal microbiota (raw sequencing reads)
Z36901.1	ERR985522	50.84	34.21	33.90	SAMEA3506758	Impact of ciprofloxacin pertubation on the intestinal resistome and microbiota in two healthy volunteers
Z36901.1	SRR11412943	50.31	33.55	33.55	SAMN14445697	human gut metagenome Metagenome
Z36901.1	SRR6425820	50.01	33.55	33.35	SAMN08242276	Comprehensive Metagenomic
Z36901.1	SRR5829328	48.91	32.89	32.62	SAMN07326615	The Mid-term plasticity of the Chinese Gut Microbiota
Z36901.1	ERR7439120	48.90	32.89	32.61	SAMEA10813547	Long-term effects of diet on human gut microbiota composition employing shotgun metagenomics data analysis
Z36901.1	SRR14369270	48.89	32.89	32.60	SAMN17899727	Weaning Piglet Gut Microbiome
Z36901.1	SRR14574017	48.88	32.89	32.59	SAMN19237095	rumen content metagenomics sequencing
Z36901.1	SRR10098320	47.90	32.24	31.94	SAMN12692676	Bovine composite fecal metagenome from pre-weaned dairy calves and lactating cows
Z36901.1	ERR6996584	47.31	31.58	31.54	SAMEA10314797	iMSMS Baranzini data
