QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
M21534.1	ERR1135378	109.29	58.73	58.66	SAMEA3663205	The Pig’s other genome: a reference gene catalogue of the gut microbiome
M21534.1	ERR3393526	109.24	58.73	58.63	SAMEA5733029	Animal gut microbiome
M21534.1	ERR1135389	108.28	58.20	58.12	SAMEA3663216	The Pig’s other genome: a reference gene catalogue of the gut microbiome
M21534.1	ERR1135387	102.60	55.03	55.07	SAMEA3663214	The Pig’s other genome: a reference gene catalogue of the gut microbiome
M21534.1	SRR7533038	99.45	53.44	53.38	SAMN09641623	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR8925818	97.99	52.38	52.59	SAMN11458198	Metagenomic analysis of 56 full-scale biogas plants in China
M21534.1	SRR14812346	93.53	50.26	50.20	SAMN19686914	Piglet gut and in-barn manure from farms on Raised Without Antibiotics program display a reduced antimicrobial resistance but an increased prevalence of pathogens
M21534.1	ERR2597391	88.60	47.62	47.55	SAMEA4688905	VETII samples
M21534.1	SRR11185243	87.55	47.09	46.99	SAMN11098509	Pig microbiome
M21534.1	ERR2597327	85.65	46.03	45.97	SAMEA4688841	VETII samples
M21534.1	SRR8925792	84.78	45.50	45.50	SAMN11458256	Metagenome of feedstock samples for 56 full-scale biogas plants in China
M21534.1	SRR7533037	83.94	44.97	45.05	SAMN09641624	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	ERR3502022	77.70	41.80	41.70	SAMEA5925635	A cross-sectional study of compositional and functional profiles of gut microbiota in Sardinian centenarians
M21534.1	SRR8925809	76.83	41.27	41.24	SAMN11458246	Metagenome of feedstock samples for 56 full-scale biogas plants in China
M21534.1	SRR8925811	68.79	37.04	36.92	SAMN11458248	Metagenome of feedstock samples for 56 full-scale biogas plants in China
M21534.1	SRR9866666	65.06	34.92	34.92	SAMN12283821	Metagenomic sequencing of Lawsonia intracellularis
M21534.1	ERR2597350	64.74	34.92	34.75	SAMEA4688864	VETII samples
M21534.1	SRR14842352	64.61	34.92	34.68	SAMN19735668	Global Canine Shotgun Microbiomes
M21534.1	ERR2380891	64.19	34.39	34.45	SAMEA104674556	EQ.128.130507_meta
M21534.1	ERR3574525	61.09	32.80	32.79	SAMEA5989477	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes
M21534.1	ERR1135380	60.93	32.80	32.70	SAMEA3663207	The Pig’s other genome: a reference gene catalogue of the gut microbiome
M21534.1	SRR6869086	58.36	31.75	31.32	SAMN08738623	Bovine Fecal Metagenomics During Early Life
M21534.1	ERR3574520	57.47	30.69	30.85	SAMEA5989477	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes
M21534.1	ERR3574523	57.38	30.69	30.79	SAMEA5989477	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes
M21534.1	SRR7193049	56.91	30.69	30.55	SAMN09235249	Evaluation of porcine fecal microbiomes after exposure to ceftriaxone
M21534.1	SRR8925784	53.96	29.10	28.96	SAMN11458266	Metagenome of feedstock samples for 56 full-scale biogas plants in China
M21534.1	ERR1600642	53.34	28.57	28.63	SAMEA4385500	Using WTP diet to modulate gut microbiota to alleviate human type 2 diabetes
M21534.1	ERR3211788	51.42	27.51	27.60	SAMEA5414433	Metagenomic assessment of the effect of sample processing on different microbiomes
M21534.1	SRR5574344	51.32	27.51	27.54	SAMN07125683	Metagenomic analysis of vegetable soil profiles
M21534.1	ERR1135249	51.17	27.51	27.47	SAMEA3663076	The Pig’s other genome: a reference gene catalogue of the gut microbiome
M21534.1	ERR3211917	50.41	26.98	27.06	SAMEA5414562	Metagenomic assessment of the effect of sample processing on different microbiomes
M21534.1	SRR15725430	50.29	26.98	26.99	SAMN21220124	Exploring the possible link between the gut microbiome and fat deposition in pigs
M21534.1	ERR3574516	49.51	26.46	26.57	SAMEA5989477	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes
M21534.1	ERR1992808	49.17	26.46	26.39	SAMEA103954398	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
M21534.1	ERR2185279	49.17	26.46	26.39	SAMEA104351855	Semi-synthetic marine metagenomes for metagenomic pipeline assessment
M21534.1	ERR1223839	48.24	25.93	25.89	SAMEA3730548	A sampling and metagenomic sequencing-based methodology for monitoring antimicrobial resistance in swine herds
M21534.1	SRR14842407	46.88	25.40	25.16	SAMN19735663	Global Canine Shotgun Microbiomes
M21534.1	SRR11489779	46.14	24.87	24.77	SAMN14543228	Global studies of microbial diversity in pig gut
M21534.1	ERR3153744	45.90	24.87	24.63	SAMEA5335518	The fecal microbiota has already altered in normoglycemic individuals who go on to have type 2 diabetes
M21534.1	SRR15276854	45.85	24.87	24.61	SAMN20362767	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
M21534.1	SRR15276870	45.84	24.87	24.60	SAMN20362750	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
M21534.1	ERR1950672	45.25	24.34	24.29	SAMEA104032364	Surveillance for prevalence of drug resistance bacteria in Ugandan animal agriculture
M21534.1	ERR4083947	44.53	24.34	23.90	SAMEA6809521	Large scale metagenome assembly reveals novel animal-associated microbial diversity
M21534.1	SRR10209667	44.48	23.81	23.87	SAMN12867438	pig gut metagenome Targeted loci environmental
M21534.1	SRR9866671	44.20	23.81	23.72	SAMN12283826	Metagenomic sequencing of Lawsonia intracellularis
M21534.1	SRR4101313	44.13	23.81	23.69	SAMN05715936	food contamination metagenome Metagenome
M21534.1	SRR6869083	43.49	23.81	23.34	SAMN08738620	Bovine Fecal Metagenomics During Early Life
M21534.1	SRR13517627	43.27	23.28	23.23	SAMN17521794	Metagenomics of antimicrobial and heavy metal resistance in the cecal microbiome of fattening pigs raised without antibiotics
M21534.1	SRR7533067	43.19	23.28	23.18	SAMN09641594	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR14759167	42.70	22.75	22.92	SAMN19581813	Study of microbes related to fiber degradation in gut of pigs
M21534.1	SRR12326570	42.62	23.28	22.87	SAMN15637148	Cassava leaf microbiome and ions
M21534.1	SRR2177285	42.17	22.75	22.63	SAMN04001583	STEC-spiked spinach Metagenome
M21534.1	SRR4101314	42.15	22.75	22.62	SAMN05715936	food contamination metagenome Metagenome
M21534.1	SRR4101312	42.15	22.75	22.62	SAMN05715927	food contamination metagenome Metagenome
M21534.1	SRR4101319	42.15	22.75	22.62	SAMN05715927	food contamination metagenome Metagenome
M21534.1	ERR3211887	41.67	22.22	22.36	SAMEA5414532	Metagenomic assessment of the effect of sample processing on different microbiomes
M21534.1	SRR12326569	41.62	22.75	22.34	SAMN15637149	Cassava leaf microbiome and ions
M21534.1	SRR12326571	41.61	22.75	22.34	SAMN15637147	Cassava leaf microbiome and ions
M21534.1	SRR15276868	41.61	22.75	22.34	SAMN20362769	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
M21534.1	SRR4101320	41.16	22.22	22.09	SAMN05715927	food contamination metagenome Metagenome
M21534.1	SRR4101315	41.16	22.22	22.09	SAMN05715936	food contamination metagenome Metagenome
M21534.1	SRR10209685	41.08	22.22	22.05	SAMN12867437	pig gut metagenome Targeted loci environmental
M21534.1	SRR4101309	41.07	22.22	22.04	SAMN05715935	food contamination metagenome Metagenome
M21534.1	SRR14780121	40.96	22.22	21.99	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
M21534.1	SRR15276869	40.88	22.22	21.94	SAMN20362768	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
M21534.1	SRR17241854	40.59	22.22	21.78	SAMN23969020	Gut microbiome in obese children treated with butyrate
M21534.1	SRR4101310	40.19	21.69	21.57	SAMN05715935	food contamination metagenome Metagenome
M21534.1	SRR6482687	40.19	21.69	21.57	SAMN08017836	Collection of 3,087 bacterial metagenome-assembled genomes recovered from metagenomes available from the Sequence Read Archive.
M21534.1	SRR8353651	40.16	21.69	21.56	SAMN10615590	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
M21534.1	SRR8353652	40.16	21.69	21.56	SAMN10615591	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
M21534.1	SRR2177286	40.13	21.69	21.54	SAMN04001584	STEC-spiked spinach Metagenome
M21534.1	SRR12711214	39.95	21.69	21.44	SAMN15870991	Metagenomic sequencing of  the digestive tract of buffalo
M21534.1	SRR6514656	39.88	21.69	21.41	SAMN08379451	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
M21534.1	ERR738549	39.65	21.69	21.28	SAMEA3216841	Benchmark of metagenome analysis tools
M21534.1	ERR1135216	39.58	21.16	21.24	SAMEA3663043	The Pig’s other genome: a reference gene catalogue of the gut microbiome
M21534.1	ERR3574515	39.46	21.16	21.18	SAMEA5989477	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes
M21534.1	SRR4101311	39.20	21.16	21.04	SAMN05715935	food contamination metagenome Metagenome
M21534.1	SRR11435968	39.11	21.16	20.99	SAMN14475166	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR10692116	38.77	21.16	20.81	SAMN13246425	human gut metagenome Metagenome
M21534.1	SRR12711160	38.72	21.16	20.78	SAMN15871213	Metagenomic sequencing of  the digestive tract of buffalo
M21534.1	SRR6667573	38.18	20.63	20.49	SAMN08457752	Metagenomes of produce spiked with E.coli
M21534.1	SRR6486880	38.17	20.63	20.49	SAMN08375885	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
M21534.1	SRR4101307	38.15	20.63	20.48	SAMN05715934	food contamination metagenome Metagenome
M21534.1	ERR2270961	38.08	20.63	20.44	SAMEA104549058	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
M21534.1	ERR2270960	38.08	20.63	20.44	SAMEA104549057	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
M21534.1	SRR11412775	38.06	20.63	20.43	SAMN14445732	human gut metagenome Metagenome
M21534.1	SRR3181139	38.01	20.63	20.40	SAMN04450471	Cattle feces Metagenome
M21534.1	ERR738547	37.63	20.63	20.20	SAMEA3216839	Benchmark of metagenome analysis tools
M21534.1	SRR4101321	37.24	20.11	19.99	SAMN05715928	food contamination metagenome Metagenome
M21534.1	SRR4018491	37.22	20.11	19.98	SAMN05442509	freshwater metagenome Raw sequence reads
M21534.1	SRR2177282	37.21	20.11	19.97	SAMN04001583	STEC-spiked spinach Metagenome
M21534.1	SRR4101324	37.20	20.11	19.96	SAMN05715929	food contamination metagenome Metagenome
M21534.1	SRR11435978	37.20	20.11	19.96	SAMN14475164	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR4101299	37.19	20.11	19.96	SAMN05715932	food contamination metagenome Metagenome
M21534.1	ERR2182604	37.08	20.11	19.90	SAMEA104359694	Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients
M21534.1	SRR7658622	36.75	20.11	19.73	SAMN09781734	Metagenomic sequencing of stool samples from rural communities from north-eastern Madagascar
M21534.1	SRR4101317	36.25	19.58	19.46	SAMN05715937	food contamination metagenome Metagenome
M21534.1	SRR4101318	36.25	19.58	19.46	SAMN05715937	food contamination metagenome Metagenome
M21534.1	SRR7533030	36.23	19.58	19.44	SAMN09641547	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR5866502	36.23	19.58	19.44	SAMN07414389	Whole-Grain rich diet cross-over study
M21534.1	SRR4101289	36.21	19.58	19.43	SAMN05715926	food contamination metagenome Metagenome
M21534.1	SRR11435966	36.21	19.58	19.43	SAMN14475168	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR12710916	36.21	19.58	19.43	SAMN15870962	Metagenomic sequencing of  the digestive tract of buffalo
M21534.1	SRR4101301	36.20	19.58	19.43	SAMN05715926	food contamination metagenome Metagenome
M21534.1	SRR4101297	36.19	19.58	19.43	SAMN05715931	food contamination metagenome Metagenome
M21534.1	SRR2164314	36.19	19.58	19.43	SAMN03983345	Fecal suspension - 2011 E coli outbreak Raw sequence reads
M21534.1	SRR4101308	36.16	19.58	19.41	SAMN05715934	food contamination metagenome Metagenome
M21534.1	SRR11435988	36.14	19.58	19.40	SAMN14475172	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR8354042	36.10	19.58	19.38	SAMN10615885	The relationship of fecal microbiomes and nutritional status in cystic fibrosis
M21534.1	SRR6486889	35.67	19.58	19.15	SAMN08375880	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
M21534.1	SRR11489752	35.55	19.05	19.08	SAMN14543253	Global studies of microbial diversity in pig gut
M21534.1	SRR7110579	35.45	19.05	19.03	SAMN08776114	Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin metagenome
M21534.1	SRR7532986	35.28	19.05	18.94	SAMN09641652	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR8856338	35.22	19.05	18.90	SAMN11345975	Breccia  Pipe U Claim Borehole WT-29A subsurface metagenome
M21534.1	SRR11435969	35.21	19.05	18.90	SAMN14475165	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	ERR3413876	35.21	19.05	18.90	SAMEA5735801	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
M21534.1	SRR11435985	35.20	19.05	18.89	SAMN14475175	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR7533028	35.20	19.05	18.89	SAMN09641548	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR12710959	35.20	19.05	18.89	SAMN15870917	Metagenomic sequencing of  the digestive tract of buffalo
M21534.1	SRR12711224	35.20	19.05	18.89	SAMN15870982	Metagenomic sequencing of  the digestive tract of buffalo
M21534.1	SRR12711477	35.20	19.05	18.89	SAMN15870925	Metagenomic sequencing of  the digestive tract of buffalo
M21534.1	SRR15276860	35.20	19.05	18.89	SAMN20362752	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
M21534.1	SRR4101296	35.20	19.05	18.89	SAMN05715931	food contamination metagenome Metagenome
M21534.1	SRR4101298	35.20	19.05	18.89	SAMN05715931	food contamination metagenome Metagenome
M21534.1	SRR4101306	35.20	19.05	18.89	SAMN05715934	food contamination metagenome Metagenome
M21534.1	SRR6486879	35.20	19.05	18.89	SAMN08375886	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
M21534.1	SRR6486883	35.20	19.05	18.89	SAMN08375884	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
M21534.1	SRR11391800	35.18	19.05	18.88	SAMN14418854	Metagenomic Sequencing for cattle manure and E. coli library from cattle manure
M21534.1	SRR12529043	35.13	19.05	18.86	SAMN15829913	An integrated gene catalog and over 10,000 metagenome-assembled genomes from the gastrointestinal microbiome of ruminants
M21534.1	SRR7533021	35.11	19.05	18.84	SAMN09641622	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR6514655	34.93	19.05	18.75	SAMN08379452	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
M21534.1	SRR6514663	34.93	19.05	18.75	SAMN08379458	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
M21534.1	SRR6514664	34.93	19.05	18.75	SAMN08379457	Evaluation of Enriched Background Microflora of Raw Milk Cheese Spiked with E. coli O157:H7 and E. coli O103 using Next-Generation Sequencing Technology
M21534.1	ERR738545	34.81	19.05	18.68	SAMEA3216837	Benchmark of metagenome analysis tools
M21534.1	ERR2245477	34.65	18.52	18.60	SAMEA104467343	As part of the EFFORT project, we sampled feces from pig and poultry livestock in nine European countries (BE, BG, DK, FR, ES, GE, NL, PL, SP). More than 9000 animals were sampled, across 181 pig and 178 poultry herds to generate herd-level composite fecal samples. Using shotgun metagenomics, we have quantified and characterized the antimicrobial resistance gene pools (resistomes) in Europe's two most intensively raised livestock species.
M21534.1	ERR3211800	34.29	18.52	18.40	SAMEA5414445	Metagenomic assessment of the effect of sample processing on different microbiomes
M21534.1	SRR7532987	34.29	18.52	18.40	SAMN09641651	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR12195331	34.22	18.52	18.37	SAMN15504569	STEC-spiked food
M21534.1	SRR11435963	34.22	18.52	18.37	SAMN14475171	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR11435990	34.22	18.52	18.37	SAMN14475162	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR11435987	34.22	18.52	18.37	SAMN14475173	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR2000383	34.22	18.52	18.37	SAMN03569081	Fecal suspension - 2011 E coli outbreak Raw sequence reads
M21534.1	SRR4101302	34.22	18.52	18.37	SAMN05715932	food contamination metagenome Metagenome
M21534.1	ERR3085829	34.22	18.52	18.37	SAMEA104403803	RLBUHT_Cdiff
M21534.1	SRR11391801	34.20	18.52	18.36	SAMN14418853	Metagenomic Sequencing for cattle manure and E. coli library from cattle manure
M21534.1	ERR3413877	34.19	18.52	18.35	SAMEA5735802	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
M21534.1	ERR3413878	34.19	18.52	18.35	SAMEA5735803	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
M21534.1	SRR12195333	34.01	18.52	18.25	SAMN15504567	STEC-spiked food
M21534.1	SRR12195334	34.01	18.52	18.25	SAMN15504566	STEC-spiked food
M21534.1	SRR12195335	34.01	18.52	18.25	SAMN15504565	STEC-spiked food
M21534.1	SRR4101290	34.01	18.52	18.25	SAMN05715926	food contamination metagenome Metagenome
M21534.1	ERR2241918	33.79	17.99	18.14	SAMEA104467421	As part of the EFFORT project, we sampled feces from pig and poultry livestock in nine European countries (BE, BG, DK, FR, ES, GE, NL, PL, SP). More than 9000 animals were sampled, across 181 pig and 178 poultry herds to generate herd-level composite fecal samples. Using shotgun metagenomics, we have quantified and characterized the antimicrobial resistance gene pools (resistomes) in Europe's two most intensively raised livestock species.
M21534.1	ERR738548	33.73	18.52	18.10	SAMEA3216840	Benchmark of metagenome analysis tools
M21534.1	ERR2597541	33.32	17.99	17.89	SAMEA4689055	VETII samples
M21534.1	SRR10209671	33.31	17.99	17.88	SAMN12867451	pig gut metagenome Targeted loci environmental
M21534.1	SRR7532997	33.29	17.99	17.87	SAMN09641649	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR15276864	33.28	17.99	17.86	SAMN20362773	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
M21534.1	ERR321622	33.27	17.99	17.85	SAMEA2145815	Richness of human gut microbiome correlates with metabolic markers
M21534.1	SRR12711225	33.27	17.99	17.85	SAMN15870981	Metagenomic sequencing of  the digestive tract of buffalo
M21534.1	SRR4101323	33.27	17.99	17.85	SAMN05715928	food contamination metagenome Metagenome
M21534.1	SRR12711466	33.24	17.99	17.84	SAMN15870926	Metagenomic sequencing of  the digestive tract of buffalo
M21534.1	ERR3413879	33.22	17.99	17.83	SAMEA5735804	The study compares 16S rDNA amplicon and metagenomics sequencing for Pathogen detection in Food safety
M21534.1	SRR11435964	33.22	17.99	17.83	SAMN14475170	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR11435965	33.22	17.99	17.83	SAMN14475169	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR11435986	33.22	17.99	17.83	SAMN14475174	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR11435989	33.22	17.99	17.83	SAMN14475163	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR12195329	33.22	17.99	17.83	SAMN15504571	STEC-spiked food
M21534.1	SRR12195330	33.22	17.99	17.83	SAMN15504570	STEC-spiked food
M21534.1	SRR12195332	33.22	17.99	17.83	SAMN15504568	STEC-spiked food
M21534.1	SRR12195343	33.22	17.99	17.83	SAMN15504564	STEC-spiked food
M21534.1	SRR12195344	33.22	17.99	17.83	SAMN15504563	STEC-spiked food
M21534.1	SRR1523528	33.22	17.99	17.83	SAMN02929927	Human saliva, creek water, and synthetic metagenomic samples used in selective DNA isolation using restriction enzymes
M21534.1	SRR2177250	33.22	17.99	17.83	SAMN04001579	STEC-spiked spinach Metagenome
M21534.1	SRR2177251	33.22	17.99	17.83	SAMN04001579	STEC-spiked spinach Metagenome
M21534.1	SRR2177280	33.22	17.99	17.83	SAMN04001579	STEC-spiked spinach Metagenome
M21534.1	SRR2177283	33.22	17.99	17.83	SAMN04001575	STEC-spiked spinach Metagenome
M21534.1	SRR2177288	33.22	17.99	17.83	SAMN04001591	STEC-spiked spinach Metagenome
M21534.1	SRR2177357	33.22	17.99	17.83	SAMN04001591	STEC-spiked spinach Metagenome
M21534.1	SRR4101291	33.22	17.99	17.83	SAMN05715929	food contamination metagenome Metagenome
M21534.1	SRR4101292	33.22	17.99	17.83	SAMN05715929	food contamination metagenome Metagenome
M21534.1	SRR6486887	33.22	17.99	17.83	SAMN08375878	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
M21534.1	SRR6486890	33.22	17.99	17.83	SAMN08375879	Evaluation of Enriched Background Microflora of Wheat flour Spiked with E. coli O157 and E. coli O121 through metagenomics
M21534.1	SRR7229774	33.22	17.99	17.83	SAMN09269258	Complete Genome Sequence of New Type Shiga toxin-producing Escherichia coli O157:H7 Phage vB_EcoM-Sa157w3YLVW
M21534.1	SRR12217733	33.15	17.99	17.79	SAMN15503819	Bovine fecal metagenome from dairy veal calves
M21534.1	SRR3169810	32.41	17.46	17.40	SAMN04448868	gut microbe Metagenome
M21534.1	ERR3574524	32.32	17.46	17.35	SAMEA5989477	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes
M21534.1	SRR7532996	32.30	17.46	17.33	SAMN09641650	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR4101322	32.27	17.46	17.32	SAMN05715928	food contamination metagenome Metagenome
M21534.1	SRR8784357	32.27	17.46	17.32	SAMN11252265	Metagenomic sequencing of stool samples from Ethiopian individuals
M21534.1	SRR5377209	32.27	17.46	17.32	SAMN06624502	human gut metagenome Raw sequence reads
M21534.1	SRR4018490	32.25	17.46	17.31	SAMN05442508	freshwater metagenome Raw sequence reads
M21534.1	SRR7533020	32.23	17.46	17.30	SAMN09641621	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	SRR4101293	32.17	17.46	17.27	SAMN05715930	food contamination metagenome Metagenome
M21534.1	SRR4101294	32.17	17.46	17.27	SAMN05715930	food contamination metagenome Metagenome
M21534.1	SRR4101295	32.17	17.46	17.27	SAMN05715930	food contamination metagenome Metagenome
M21534.1	ERR3588750	31.58	16.93	16.95	SAMEA6062688	Metagenomic sequencing of faecal extracts from a commercial pig farm with high antimicrobial usage
M21534.1	SRR16178815	31.40	16.93	16.85	SAMN22025967	Metagenomic analysis towards biomarkers and prediction models between intestinal polyp patients and colorectal cancer patients
M21534.1	ERR7197646	31.34	16.93	16.82	SAMEA10535678	Hi-C metagenomics study on faecal microbiomes from 5-5 British low- and high-antimicrobial use pig farms
M21534.1	SRR9098778	31.30	16.93	16.80	SAMN11793097	feces metagenome Raw sequence reads
M21534.1	SRR7533066	31.30	16.93	16.80	SAMN09641593	panda gut metagenome raw sequence reads Raw sequence reads
M21534.1	ERR4298353	31.27	16.93	16.78	SAMEA7020081	Proficiency testing of metagenomics-based detection of food-borne pathogens using a complex artificial sequencing dataset
M21534.1	SRR10692160	31.24	16.93	16.77	SAMN13246266	human gut metagenome Metagenome
M21534.1	SRR4425658	30.32	16.40	16.28	SAMN05597113	Composite fecal samples and WWTP biosolids Raw sequence reads
M21534.1	SRR11435967	30.30	16.40	16.26	SAMN14475167	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
M21534.1	SRR17317419	30.25	16.40	16.24	SAMN24337956	The difference between diarrhea piglets and normal piglets
M21534.1	SRR13236686	29.36	15.87	15.76	SAMN16807469	Cellulolytic microbial consortium Genome sequencing and assembly
M21534.1	SRR2177361	29.35	15.87	15.75	SAMN04001593	STEC-spiked spinach Metagenome
M21534.1	SRR7287333	29.34	15.87	15.75	SAMN09223217	Viral metagenome in feces from yaks in China
M21534.1	SRR2177287	29.31	15.87	15.73	SAMN04001591	STEC-spiked spinach Metagenome
