QueryID	SubjectID	RawScore	%coverage	PBSscore	BioSample	Title
DQ059012.1	SRR6869094	52.01	42.40	42.14	SAMN08738635	Bovine Fecal Metagenomics During Early Life
DQ059012.1	ERR4083585	51.21	41.60	41.49	SAMEA6809520	Large scale metagenome assembly reveals novel animal-associated microbial diversity
DQ059012.1	SRR8845319	50.01	40.80	40.51	SAMN11311500	Shotgun Metagenomics of 361 post-menopause women reveals gut microbiome change along with the bone loss
DQ059012.1	SRR4018491	49.99	40.80	40.50	SAMN05442509	freshwater metagenome Raw sequence reads
DQ059012.1	ERR3525314	49.98	40.80	40.49	SAMEA5961691	Metagenomic sequencing of the rumen of cattle (Bos Taurus), sheep (Ovis aries), reindeer (Rangifer tarandus) and red deer (Cervus elaphus)
DQ059012.1	SRR13355226	49.94	40.80	40.46	SAMN17091845	Mock community containing 99% human DNA and 1% E. coli DNA.
DQ059012.1	SRR7287333	49.05	40.00	39.73	SAMN09223217	Viral metagenome in feces from yaks in China
DQ059012.1	SRR11435977	48.98	40.00	39.68	SAMN14475182	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
DQ059012.1	ERR1620344	48.04	39.20	38.92	SAMEA4431957	The gut microbiome in Crohn's disease and modulation by exclusive enteral nutrition
DQ059012.1	SRR10403548	48.04	39.20	38.92	SAMN13221638	Cross-sectional study of intestinal flora in Parkinson's patients in central China
DQ059012.1	SRR11462833	48.04	39.20	38.92	SAMN14514676	Alteration in gut microbiota composition and functional relevance in subclinical carotid atherosclerosis in the general popolation
DQ059012.1	SRR13236684	48.04	39.20	38.92	SAMN16991297	Cellulolytic microbial consortium Genome sequencing and assembly
DQ059012.1	SRR17284332	48.04	39.20	38.92	SAMN23963220	Transmission and formation of microbiota in the ealry life
DQ059012.1	SRR7351778	48.04	39.20	38.92	SAMN09278138	Probiotics in Pregnancy study
DQ059012.1	SRR7351897	48.04	39.20	38.92	SAMN09278319	Probiotics in Pregnancy study
DQ059012.1	SRR3181139	48.00	39.20	38.88	SAMN04450471	Cattle feces Metagenome
DQ059012.1	ERR589506	47.99	39.20	38.88	SAMEA2737661	Gut and Oral Microbiome Dysbiosis in Rheumatoid Arthritis
DQ059012.1	SRR10692412	47.10	38.40	38.15	SAMN13246275	human gut metagenome Metagenome
DQ059012.1	SRR12158991	47.06	38.40	38.12	SAMN15422813	The gut microbiome related effect of Berberine and probiotics in treating Type 2 Diabetes
DQ059012.1	SRR14780119	47.03	38.40	38.10	SAMN15504563	Metagenomics MinION and Flongle sequencing of spiked beef
DQ059012.1	SRR4018499	46.98	38.40	38.06	SAMN05442516	freshwater metagenome Raw sequence reads
DQ059012.1	ERR5310767	46.16	37.60	37.40	SAMEA8082447	The TrackCattle Study
DQ059012.1	SRR2177361	46.05	37.60	37.31	SAMN04001593	STEC-spiked spinach Metagenome
DQ059012.1	SRR13855170	45.06	36.80	36.51	SAMN18090719	Development of standard protocols for shotgun metagenomics analyses of human fecal microbiota (raw sequencing reads)
DQ059012.1	SRR7428413	45.05	36.80	36.50	SAMN09355640	Human Fecal Metagenome Metagenome
DQ059012.1	ERR3218128	44.25	36.00	35.85	SAMEA104500607	PATCH_MICROBIOME
DQ059012.1	SRR15276862	44.05	36.00	35.69	SAMN20362775	AMR target-enriched metagenomic and 16S rRNA reads from cows raised in conventional or organic setting
DQ059012.1	SRR11236200	43.19	35.20	34.99	SAMN14270949	Human gut microbiome Raw sequence reads
DQ059012.1	SRR7532988	43.17	35.20	34.97	SAMN09641552	panda gut metagenome raw sequence reads Raw sequence reads
DQ059012.1	SRR1747032	43.12	35.20	34.93	SAMN03275585	Baboon feces Metagenome
DQ059012.1	SRR2083222	43.07	35.20	34.90	SAMN03801314	Freshwater Viruses Metagenomic assembly
DQ059012.1	ERR1600642	42.47	34.40	34.41	SAMEA4385500	Using WTP diet to modulate gut microbiota to alleviate human type 2 diabetes
DQ059012.1	SRR10692766	42.21	34.40	34.19	SAMN13247019	human gut metagenome Metagenome
DQ059012.1	ERR525753	42.20	34.40	34.18	SAMEA2579970	Dynamics and Stabilization of the Human Gut Microbiome during the First Year of Life
DQ059012.1	SRR11830676	42.20	34.40	34.18	SAMN14511341	Metatranscriptome of enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen6, Rep 1, Penicillin and Streptomycin
DQ059012.1	SRR11830715	42.20	34.40	34.18	SAMN14511597	Metatranscriptome of enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen9, Rep 1, Penicillin and Streptomycin
DQ059012.1	ERR4616331	42.20	34.40	34.18	SAMEA7332299	TwinUK cohort
DQ059012.1	ERR3004221	41.24	33.60	33.41	SAMEA4813778	KOALA cohort metagenome study
DQ059012.1	SRR6869091	41.22	33.60	33.39	SAMN08738632	Bovine Fecal Metagenomics During Early Life
DQ059012.1	ERR4616330	41.21	33.60	33.39	SAMEA7332299	TwinUK cohort
DQ059012.1	SRR11941643	41.21	33.60	33.39	SAMN15156483	Multi-donor FMT to treat adolescents with severe obesity (The Gut Bugs Trial)
DQ059012.1	SRR12710906	41.13	33.60	33.32	SAMN15870971	Metagenomic sequencing of  the digestive tract of buffalo
DQ059012.1	SRR2177359	41.11	33.60	33.30	SAMN04001592	STEC-spiked spinach Metagenome
DQ059012.1	SRR10692116	41.11	33.60	33.30	SAMN13246425	human gut metagenome Metagenome
DQ059012.1	ERR3450712	40.25	32.80	32.60	SAMEA5814004	Whole shotgun metagenomic sequencing for 1,004 individuals belonging to the TwinsUK cohort.  Supporting data for: Visconti et al, Interplay between the human gut microbiome and host metabolism
DQ059012.1	SRR17317415	40.21	32.80	32.58	SAMN24337962	The difference between diarrhea piglets and normal piglets
DQ059012.1	SRR12159420	40.17	32.80	32.55	SAMN15422427	The gut microbiome related effect of Berberine and probiotics in treating Type 2 Diabetes
DQ059012.1	SRR14842407	39.26	32.00	31.80	SAMN19735663	Global Canine Shotgun Microbiomes
DQ059012.1	ERR4564087	39.25	32.00	31.80	SAMEA7288503	Imidazole propionate is increased in diabetes and associated with dietary patterns and altered microbial ecology
DQ059012.1	SRR17317416	39.21	32.00	31.76	SAMN24337964	The difference between diarrhea piglets and normal piglets
DQ059012.1	SRR2177281	39.18	32.00	31.74	SAMN04001575	STEC-spiked spinach Metagenome
DQ059012.1	ERR3525309	39.15	32.00	31.72	SAMEA5961686	Metagenomic sequencing of the rumen of cattle (Bos Taurus), sheep (Ovis aries), reindeer (Rangifer tarandus) and red deer (Cervus elaphus)
DQ059012.1	ERR738544	38.28	31.20	31.01	SAMEA3216836	Benchmark of metagenome analysis tools
DQ059012.1	SRR10499594	38.20	31.20	30.95	SAMN13292994	human gut metagenome Metagenome
DQ059012.1	ERR4571217	37.29	30.40	30.21	SAMEA7294535	Genomic insights into adaptations of TMA-utilizing methanogens to diverse habitats including the human gut
DQ059012.1	ERR4571477	37.29	30.40	30.21	SAMEA7294535	Genomic insights into adaptations of TMA-utilizing methanogens to diverse habitats including the human gut
DQ059012.1	SRR7227920	37.29	30.40	30.21	SAMN09272168	Effect of bariatric surgery on the faecal metagenome
DQ059012.1	SRR13694787	37.26	30.40	30.19	SAMN17884110	Vaginal seeding in babies born by caesarean section (ECOBABe trial) - shotgun metagenomics data
DQ059012.1	SRR13694830	37.26	30.40	30.19	SAMN17884072	Vaginal seeding in babies born by caesarean section (ECOBABe trial) - shotgun metagenomics data
DQ059012.1	SRR7031287	37.26	30.40	30.18	SAMN08779031	Goat fecal pellet enrichment culture fungal communities from Isla Vista, California, USA - Xylan, Gen0, Rep 1 metagenome
DQ059012.1	ERR1135379	37.24	30.40	30.17	SAMEA3663206	The Pig’s other genome: a reference gene catalogue of the gut microbiome
DQ059012.1	ERR4083577	36.35	29.60	29.45	SAMEA6809531	Large scale metagenome assembly reveals novel animal-associated microbial diversity
DQ059012.1	ERR1135382	36.25	29.60	29.37	SAMEA3663209	The Pig’s other genome: a reference gene catalogue of the gut microbiome
DQ059012.1	ERR1135385	36.25	29.60	29.37	SAMEA3663212	The Pig’s other genome: a reference gene catalogue of the gut microbiome
DQ059012.1	ERR1135386	36.25	29.60	29.37	SAMEA3663213	The Pig’s other genome: a reference gene catalogue of the gut microbiome
DQ059012.1	ERR1135388	36.25	29.60	29.37	SAMEA3663215	The Pig’s other genome: a reference gene catalogue of the gut microbiome
DQ059012.1	SRR17317414	36.25	29.60	29.37	SAMN24337966	The difference between diarrhea piglets and normal piglets
DQ059012.1	SRR7532989	36.25	29.60	29.37	SAMN09641551	panda gut metagenome raw sequence reads Raw sequence reads
DQ059012.1	SRR4018502	36.22	29.60	29.34	SAMN05442519	freshwater metagenome Raw sequence reads
DQ059012.1	SRR11435981	36.20	29.60	29.33	SAMN14475179	Quasimetagenomics sequencing of Salmonella enterica and E. coli O157:H7
DQ059012.1	ERR912057	35.33	28.80	28.62	SAMEA3449252	Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome
DQ059012.1	SRR12875514	35.33	28.80	28.62	SAMN16513441	Gut microbiome is associated with exercise tolerance of resected early-stage lung cancer patients
DQ059012.1	SRR7723001	35.33	28.80	28.62	SAMN09863745	Influence of early environmental factors on the establishment and development of gut microbiome composition and function and metabolomics profiles in infants at-risk of celiac disease
DQ059012.1	ERR3393539	35.25	28.80	28.56	SAMEA5733042	Animal gut microbiome
DQ059012.1	SRR13826161	35.25	28.80	28.56	SAMN16925175	Metagenome study of patients with Budd-Chiari syndrome
DQ059012.1	SRR14099373	35.25	28.80	28.56	SAMN16925175	Metagenome study of patients with Budd-Chiari syndrome
DQ059012.1	SRR4425662	35.25	28.80	28.56	SAMN05597107	Composite fecal samples and WWTP biosolids Raw sequence reads
DQ059012.1	SRR13855169	35.20	28.80	28.52	SAMN18090719	Development of standard protocols for shotgun metagenomics analyses of human fecal microbiota (raw sequencing reads)
DQ059012.1	SRR4101316	34.39	28.00	27.86	SAMN05715937	food contamination metagenome Metagenome
DQ059012.1	ERR3451055	34.34	28.00	27.82	SAMEA5814699	Whole shotgun metagenomic sequencing for 1,004 individuals belonging to the TwinsUK cohort.  Supporting data for: Visconti et al, Interplay between the human gut microbiome and host metabolism
DQ059012.1	ERR710432	34.34	28.00	27.82	SAMEA3178943	Gut microbiome development along the colorectal adenoma-carcinoma sequence
DQ059012.1	SRR16681855	34.34	28.00	27.82	SAMN22567060	Metagenomic analysis of gut microbiota of people with depression disorders for determination of the composition of the marker genes.
